"id";"Date.mutation";"Nature.mutation";"Code.postal";"Commune";"Code.departement";"Type.local";"Surface.reelle.bati";"Nombre.pieces.principales";"Surface.terrain";"Valeur.fonciere"
1451;"14/08/2024";"Vente";79000;"NIORT";"79";"Maison";89;7;609;303000
1452;"14/08/2024";"Vente";79000;"NIORT";"79";"Appartement";41;2;NA;127000
1454;"30/08/2024";"Vente";79000;"NIORT";"79";"Appartement";35;1;NA;66000
1455;"13/08/2024";"Vente";79000;"NIORT";"79";"Maison";72;4;29;60000
1457;"19/08/2024";"Vente";79270;"LA ROCHENARD";"79";"Maison";107;4;1004;120000
1459;"26/08/2024";"Vente";79000;"NIORT";"79";"Maison";68;3;358;146000
1460;"05/09/2024";"Vente";79000;"NIORT";"79";"Maison";80;5;689;210000
1464;"22/08/2024";"Vente";79180;"CHAURAY";"79";"Maison";81;4;NA;147000
1465;"22/08/2024";"Vente";79000;"NIORT";"79";"Maison";75;3;56;118000
1467;"09/09/2024";"Vente";79000;"NIORT";"79";"Maison";220;9;1054;474159
1468;"27/08/2024";"Vente";79000;"NIORT";"79";"Maison";88;4;471;228000
1470;"12/08/2024";"Vente";79000;"NIORT";"79";"Appartement";47;2;NA;114000
1474;"27/08/2024";"Vente";79230;"AIFFRES";"79";"Maison";119;2;1640;120000
1475;"26/08/2024";"Vente";79000;"NIORT";"79";"Maison";141;5;539;180000
1477;"21/08/2024";"Vente";79000;"NIORT";"79";"Maison";98;5;544;110000
1482;"23/08/2024";"Vente";79000;"NIORT";"79";"Maison";60;3;187;120000
1488;"30/08/2024";"Vente";79000;"NIORT";"79";"Maison";40;2;89;94710
1489;"28/08/2024";"Vente";79000;"NIORT";"79";"Appartement";22;1;NA;55000
1492;"09/09/2024";"Vente";79000;"NIORT";"79";"Maison";76;3;286;173000
1494;"29/08/2024";"Vente";79000;"NIORT";"79";"Appartement";79;4;NA;132000
1495;"10/09/2024";"Vente";79000;"NIORT";"79";"Appartement";77;4;NA;161000
1499;"30/08/2024";"Vente";79000;"NIORT";"79";"Maison";67;3;271;145000
1501;"20/08/2024";"Vente";79230;"AIFFRES";"79";"Maison";189;7;891;350000
1503;"29/08/2024";"Vente";79000;"NIORT";"79";"Maison";59;3;212;71250
1504;"10/09/2024";"Vente";79000;"NIORT";"79";"Maison";71;4;377;145000
1506;"04/09/2024";"Vente";79210;"SAINT-HILAIRE-LA-PALUD";"79";"Maison";150;4;393;172574
1508;"05/09/2024";"Vente";79230;"VOUILLE";"79";"Maison";82;4;502;226500
1513;"22/08/2024";"Vente";79000;"NIORT";"79";"Maison";60;4;177;240000
1514;"28/08/2024";"Vente";79230;"VOUILLE";"79";"Maison";93;5;1027;280000
1516;"28/08/2024";"Vente";79410;"ECHIRE";"79";"Maison";150;5;870;265000
1519;"10/09/2024";"Vente";79000;"NIORT";"79";"Appartement";55;2;NA;124000
1524;"09/09/2024";"Vente";79230;"SAINT-MARTIN-DE-BERNEGOUE";"79";"Maison";70;3;851;75000
1525;"03/09/2024";"Vente";79000;"NIORT";"79";"Appartement";55;2;NA;122000
1526;"06/09/2024";"Vente";79000;"NIORT";"79";"Appartement";59;3;NA;81000
1529;"13/09/2024";"Vente";79360;"MARIGNY";"79";"Maison";31;2;1272;25000
1531;"17/09/2024";"Vente";79000;"NIORT";"79";"Maison";45;2;28;90000
1532;"17/09/2024";"Vente";79000;"NIORT";"79";"Maison";64;2;28;115000
1533;"26/08/2024";"Vente";79160;"VILLIERS-EN-PLAINE";"79";"Maison";86;4;693;165000
1535;"09/09/2024";"Vente";79000;"NIORT";"79";"Maison";76;4;334;125000
1536;"30/08/2024";"Vente";79410;"SAINT GELAIS";"79";"Maison";115;5;878;190000
1538;"09/09/2024";"Vente";79000;"NIORT";"79";"Maison";86;3;670;180000
1539;"05/09/2024";"Vente";79000;"NIORT";"79";"Maison";131;5;79;127000
1541;"11/09/2024";"Vente";79260;"LA CRECHE";"79";"Maison";126;6;375;180000
1542;"11/09/2024";"Vente";79230;"AIFFRES";"79";"Maison";67;3;523;148900
1545;"20/09/2024";"Vente";79000;"NIORT";"79";"Maison";75;3;69;60000
1546;"13/09/2024";"Vente";79000;"NIORT";"79";"Maison";98;4;124;260000
1547;"25/09/2024";"Vente";79000;"NIORT";"79";"Appartement";59;3;NA;110000
1548;"09/09/2024";"Vente";79360;"GRANZAY-GRIPT";"79";"Maison";72;4;774;153000
1551;"25/09/2024";"Vente";79220;"GERMOND-ROUVRE";"79";"Maison";135;4;880;243000
1556;"13/09/2024";"Vente";79000;"NIORT";"79";"Maison";47;2;NA;119000
1558;"19/09/2024";"Vente";79210;"LE BOURDET";"79";"Maison";60;3;492;50000
1560;"20/09/2024";"Vente";79180;"CHAURAY";"79";"Maison";165;5;783;527700
1562;"25/09/2024";"Vente";79000;"NIORT";"79";"Appartement";36;2;NA;76000
1564;"30/09/2024";"Vente";79180;"CHAURAY";"79";"Maison";142;6;420;399000
1566;"20/09/2024";"Vente";79000;"NIORT";"79";"Appartement";36;2;NA;74000
1567;"26/09/2024";"Vente";79000;"NIORT";"79";"Maison";42;2;NA;110000
1569;"16/09/2024";"Vente";79230;"BRULAIN";"79";"Maison";144;6;1333;58100
1571;"13/09/2024";"Vente";79000;"NIORT";"79";"Maison";121;4;506;285200
1572;"23/09/2024";"Vente";79000;"NIORT";"79";"Maison";83;5;142;79800
1573;"19/09/2024";"Vente";79000;"NIORT";"79";"Maison";77;4;150;84525
1574;"20/09/2024";"Vente";79180;"CHAURAY";"79";"Maison";71;3;186;160000
1575;"25/09/2024";"Vente";79000;"NIORT";"79";"Maison";76;4;322;205000
1576;"23/09/2024";"Vente";79260;"LA CRECHE";"79";"Maison";92;4;427;66000
1577;"17/09/2024";"Vente";79000;"NIORT";"79";"Maison";64;4;72;1e+05
1578;"23/09/2024";"Vente";79360;"BEAUVOIR-SUR-NIORT";"79";"Appartement";64;3;NA;65000
1579;"23/09/2024";"Vente";79000;"NIORT";"79";"Maison";44;3;32;110000
1580;"17/09/2024";"Vente";79000;"NIORT";"79";"Maison";100;5;388;88000
1581;"26/09/2024";"Vente";79230;"VOUILLE";"79";"Maison";108;4;452;243000
1583;"20/09/2024";"Vente";79360;"BEAUVOIR-SUR-NIORT";"79";"Maison";172;7;993;250000
1584;"20/09/2024";"Vente";79000;"NIORT";"79";"Maison";115;5;302;203000
1587;"05/09/2024";"Vente";79000;"NIORT";"79";"Maison";71;4;410;225000
1588;"19/09/2024";"Vente";79000;"NIORT";"79";"Maison";111;5;252;307000
1589;"23/09/2024";"Vente";79510;"COULON";"79";"Maison";18;1;202;36000
1590;"16/09/2024";"Vente";79410;"SAINT-MAXIRE";"79";"Maison";104;4;455;250000
1594;"16/09/2024";"Vente";79410;"ECHIRE";"79";"Maison";78;3;677;80000
1595;"18/09/2024";"Vente";79360;"GRANZAY-GRIPT";"79";"Maison";89;4;1086;2e+05
1597;"17/09/2024";"Vente";79180;"CHAURAY";"79";"Maison";79;4;304;175200
1598;"18/09/2024";"Vente";79460;"MAGNE";"79";"Maison";82;3;484;185000
1599;"25/09/2024";"Vente";79160;"COULONGES-SUR-L AUTIZE";"79";"Maison";110;4;95;106000
1600;"01/10/2024";"Vente";79460;"MAGNE";"79";"Maison";17;1;274;18400
1601;"07/10/2024";"Vente";79260;"LA CRECHE";"79";"Maison";75;3;1077;110000
1602;"10/09/2024";"Vente";79180;"CHAURAY";"79";"Maison";128;4;1346;215000
1604;"11/09/2024";"Vente";79000;"NIORT";"79";"Appartement";67;4;NA;82500
1605;"10/09/2024";"Vente";79000;"NIORT";"79";"Appartement";57;3;NA;136000
1606;"18/09/2024";"Vente";79000;"NIORT";"79";"Appartement";57;3;NA;119900
1607;"01/10/2024";"Vente";79000;"NIORT";"79";"Appartement";22;1;NA;22968
1610;"27/09/2024";"Vente";79180;"CHAURAY";"79";"Appartement";53;3;NA;117000
1611;"25/09/2024";"Vente";79000;"NIORT";"79";"Maison";40;2;24;135000
1612;"25/09/2024";"Vente";79000;"NIORT";"79";"Maison";95;4;1427;2e+05
1613;"01/10/2024";"Vente";79180;"CHAURAY";"79";"Maison";96;5;623;198000
1614;"19/09/2024";"Vente";79000;"NIORT";"79";"Appartement";36;2;NA;82000
1616;"02/10/2024";"Vente";79410;"SAINT GELAIS";"79";"Maison";137;4;722;240000
1618;"19/09/2024";"Vente";79000;"NIORT";"79";"Appartement";85;4;NA;90000
1619;"09/10/2024";"Vente";79360;"LA FOYE MONJAULT";"79";"Maison";217;7;1020;195000
1621;"01/10/2024";"Vente";79000;"NIORT";"79";"Maison";35;2;25;75000
1625;"13/09/2024";"Vente";79230;"AIFFRES";"79";"Maison";92;5;358;135000
1626;"04/10/2024";"Vente";79000;"NIORT";"79";"Maison";80;4;385;140000
1627;"27/09/2024";"Vente";79260;"LA CRECHE";"79";"Maison";101;5;634;220813
1628;"04/10/2024";"Vente";79180;"CHAURAY";"79";"Appartement";69;3;NA;145900
1629;"11/10/2024";"Vente";79000;"NIORT";"79";"Appartement";40;1;NA;32316
1630;"03/10/2024";"Vente";79000;"NIORT";"79";"Maison";84;4;314;190000
1631;"10/10/2024";"Vente";79000;"NIORT";"79";"Appartement";36;2;NA;106000
1632;"16/09/2024";"Vente";79270;"FRONTENAY-ROHAN-ROHAN";"79";"Maison";89;4;1485;185250
1634;"25/09/2024";"Vente";79360;"BEAUVOIR-SUR-NIORT";"79";"Maison";70;3;1061;84000
1636;"19/09/2024";"Vente";79000;"NIORT";"79";"Maison";36;2;39;12000
1637;"25/09/2024";"Vente";79230;"AIFFRES";"79";"Maison";124;6;516;210500
1639;"10/10/2024";"Vente";79210;"VAL-DU-MIGNON";"79";"Maison";156;5;366;32000
1640;"02/10/2024";"Vente";79000;"NIORT";"79";"Appartement";64;4;NA;158000
1641;"25/09/2024";"Vente";79360;"LA FOYE MONJAULT";"79";"Maison";125;4;1623;167000
1643;"15/10/2024";"Vente";79230;"SAINT-MARTIN-DE-BERNEGOUE";"79";"Maison";180;5;268;193000
1645;"27/09/2024";"Vente";79270;"LA ROCHENARD";"79";"Maison";149;5;581;90000
1646;"15/10/2024";"Vente";79000;"NIORT";"79";"Maison";79;6;364;95200
1648;"11/10/2024";"Vente";79260;"LA CRECHE";"79";"Maison";81;5;640;183000
1649;"14/10/2024";"Vente";79000;"NIORT";"79";"Maison";67;4;131;74000
1650;"09/10/2024";"Vente";79360;"BEAUVOIR-SUR-NIORT";"79";"Maison";68;3;423;142000
1651;"11/10/2024";"Vente";79230;"VOUILLE";"79";"Maison";105;6;1016;243000
1652;"15/10/2024";"Vente";79000;"NIORT";"79";"Appartement";73;3;NA;2e+05
1654;"26/09/2024";"Vente";79000;"NIORT";"79";"Appartement";26;1;NA;30320
1655;"08/10/2024";"Vente";79160;"VILLIERS-EN-PLAINE";"79";"Maison";75;3;579;90000
1656;"17/10/2024";"Vente";79000;"NIORT";"79";"Appartement";24;1;NA;42000
1657;"03/10/2024";"Vente";79230;"BRULAIN";"79";"Maison";70;3;65;68000
1660;"01/10/2024";"Vente";79360;"BEAUVOIR-SUR-NIORT";"79";"Maison";79;4;NA;120000
1661;"30/09/2024";"Vente";79000;"NIORT";"79";"Maison";28;2;117;70000
1663;"01/10/2024";"Vente";79510;"COULON";"79";"Maison";136;7;254;205000
1664;"30/09/2024";"Vente";79000;"NIORT";"79";"Appartement";33;2;NA;63000
1665;"11/10/2024";"Vente";79000;"NIORT";"79";"Maison";140;5;1392;499400
1666;"17/10/2024";"Vente";79000;"NIORT";"79";"Maison";70;3;149;211000
1667;"02/10/2024";"Vente";79230;"VOUILLE";"79";"Maison";68;2;248;110000
1668;"30/09/2024";"Vente";79510;"COULON";"79";"Maison";146;4;712;394500
1669;"16/10/2024";"Vente";79270;"FRONTENAY-ROHAN-ROHAN";"79";"Maison";183;3;151;325000
1671;"27/09/2024";"Vente";79000;"NIORT";"79";"Maison";48;2;104;75000
1672;"01/10/2024";"Vente";79000;"NIORT";"79";"Maison";59;3;330;160000
1673;"30/09/2024";"Vente";79000;"NIORT";"79";"Maison";92;5;337;145500
1674;"01/10/2024";"Vente";79000;"NIORT";"79";"Maison";70;4;329;195000
1675;"30/09/2024";"Vente";79000;"NIORT";"79";"Maison";82;4;617;204000
1677;"11/10/2024";"Vente";79210;"VAL-DU-MIGNON";"79";"Maison";172;5;1017;185000
1678;"10/10/2024";"Vente";79230;"FORS";"79";"Maison";77;3;77;134000
1679;"21/10/2024";"Vente";79000;"NIORT";"79";"Maison";136;6;292;4e+05
1680;"23/10/2024";"Vente";79000;"BESSINES";"79";"Maison";194;5;1123;367800
1682;"08/10/2024";"Vente";79000;"NIORT";"79";"Appartement";37;2;NA;85000
1683;"14/10/2024";"Vente";79000;"NIORT";"79";"Maison";50;2;36;60000
1684;"23/10/2024";"Vente";79410;"SAINT-REMY";"79";"Maison";106;5;780;265000
1685;"30/09/2024";"Vente";79000;"BESSINES";"79";"Maison";117;4;1190;286000
1690;"08/10/2024";"Vente";79180;"CHAURAY";"79";"Appartement";56;2;NA;106000
1691;"09/10/2024";"Vente";79410;"ECHIRE";"79";"Maison";78;4;41;120000
1693;"16/10/2024";"Vente";79000;"NIORT";"79";"Maison";94;4;310;190000
1694;"23/10/2024";"Vente";79000;"NIORT";"79";"Appartement";39;1;NA;31546
1698;"28/10/2024";"Vente";79000;"NIORT";"79";"Maison";179;5;989;554300
1699;"29/10/2024";"Vente";79000;"NIORT";"79";"Maison";70;4;147;155000
1701;"29/10/2024";"Vente";79180;"CHAURAY";"79";"Maison";145;6;420;397500
1704;"17/10/2024";"Vente";79510;"COULON";"79";"Maison";84;4;563;131591
1706;"21/10/2024";"Vente";79000;"NIORT";"79";"Maison";100;4;150;203000
1707;"23/10/2024";"Vente";79000;"NIORT";"79";"Maison";218;6;725;860000
1708;"18/10/2024";"Vente";79210;"MAUZE-SUR-LE-MIGNON";"79";"Maison";104;5;352;270000
1709;"21/10/2024";"Vente";79000;"NIORT";"79";"Appartement";40;2;NA;68000
1710;"11/10/2024";"Vente";79000;"NIORT";"79";"Maison";78;4;457;120000
1711;"29/10/2024";"Vente";79000;"NIORT";"79";"Maison";74;4;NA;158000
1712;"17/10/2024";"Vente";79270;"FRONTENAY-ROHAN-ROHAN";"79";"Maison";127;5;498;290000
1714;"18/10/2024";"Vente";79000;"NIORT";"79";"Maison";176;6;878;510000
1715;"11/10/2024";"Vente";79210;"SAINT-HILAIRE-LA-PALUD";"79";"Maison";100;5;69;102500
1716;"16/10/2024";"Vente";79000;"NIORT";"79";"Appartement";21;1;NA;63000
1717;"16/10/2024";"Vente";79000;"NIORT";"79";"Appartement";40;2;NA;87970
1718;"31/10/2024";"Vente";79000;"NIORT";"79";"Appartement";70;3;NA;210000
1719;"14/10/2024";"Vente";79260;"LA CRECHE";"79";"Maison";92;4;303;172000
1720;"11/10/2024";"Vente";79210;"MAUZE-SUR-LE-MIGNON";"79";"Maison";77;4;433;207941
1721;"28/10/2024";"Vente";79230;"AIFFRES";"79";"Maison";84;3;410;187500
1722;"16/10/2024";"Vente";79230;"AIFFRES";"79";"Maison";76;4;1199;163551
1724;"15/10/2024";"Vente";79460;"MAGNE";"79";"Maison";78;4;522;197000
1725;"31/10/2024";"Vente";79160;"VILLIERS-EN-PLAINE";"79";"Maison";122;5;871;193000
1727;"23/10/2024";"Vente";79210;"SAINT-HILAIRE-LA-PALUD";"79";"Maison";145;5;494;177000
1729;"14/10/2024";"Vente";79000;"NIORT";"79";"Maison";78;4;324;159000
1731;"22/10/2024";"Vente";79000;"NIORT";"79";"Maison";85;4;101;148000
1734;"18/10/2024";"Vente";79260;"LA CRECHE";"79";"Maison";115;3;171;138000
1735;"21/10/2024";"Vente";79000;"NIORT";"79";"Maison";85;5;236;182000
1736;"28/10/2024";"Vente";79000;"NIORT";"79";"Maison";82;4;225;140000
1738;"14/10/2024";"Vente";79360;"BEAUVOIR-SUR-NIORT";"79";"Maison";114;5;80;45000
1739;"30/10/2024";"Vente";79000;"NIORT";"79";"Maison";79;4;214;139960
1743;"29/10/2024";"Vente";79210;"SAINT-GEORGES-DE-REX";"79";"Maison";105;4;176;190440
1744;"29/10/2024";"Vente";79000;"NIORT";"79";"Maison";88;4;620;175500
1745;"28/10/2024";"Vente";79000;"NIORT";"79";"Appartement";83;4;NA;86000
1746;"21/10/2024";"Vente";79270;"EPANNES";"79";"Maison";88;4;934;205600
1747;"28/10/2024";"Vente";79410;"ECHIRE";"79";"Maison";110;2;482;95000
1748;"30/10/2024";"Vente";79510;"COULON";"79";"Maison";66;3;356;96626
1750;"23/10/2024";"Vente";79000;"NIORT";"79";"Maison";136;5;1449;411752
1752;"31/10/2024";"Vente";79000;"NIORT";"79";"Appartement";55;3;NA;125000
1753;"31/10/2024";"Vente";79000;"NIORT";"79";"Maison";148;4;1838;289000
1754;"05/11/2024";"Vente";79270;"LA ROCHENARD";"79";"Maison";119;5;214;167000
1756;"24/10/2024";"Vente";79000;"NIORT";"79";"Maison";77;3;230;105000
1757;"25/10/2024";"Vente";79000;"NIORT";"79";"Appartement";21;1;NA;37000
1758;"31/10/2024";"Vente";79000;"NIORT";"79";"Maison";40;3;25;230000
1761;"25/10/2024";"Vente";79000;"NIORT";"79";"Maison";70;4;247;135000
1762;"08/11/2024";"Vente";79000;"NIORT";"79";"Maison";116;5;390;370000
1766;"26/10/2024";"Vente";79000;"NIORT";"79";"Appartement";67;4;NA;46732,2
1767;"08/11/2024";"Vente";79000;"BESSINES";"79";"Maison";102;4;798;72500
1768;"25/10/2024";"Vente";79000;"NIORT";"79";"Appartement";72;3;NA;222500
1773;"25/10/2024";"Vente";79270;"SANSAIS";"79";"Maison";65;3;229;40000
1774;"17/10/2024";"Vente";79000;"NIORT";"79";"Maison";30;1;75;40000
1775;"08/11/2024";"Vente";79000;"NIORT";"79";"Maison";96;4;491;171430
1776;"12/11/2024";"Vente";79000;"NIORT";"79";"Appartement";65;4;NA;63000
1778;"30/10/2024";"Vente";79230;"BRULAIN";"79";"Maison";106;3;720;105000
1780;"02/11/2024";"Vente";79000;"NIORT";"79";"Appartement";34;2;NA;115000
1782;"06/11/2024";"Vente";79510;"COULON";"79";"Maison";16;1;190;16000
1784;"07/11/2024";"Vente";79000;"NIORT";"79";"Appartement";34;2;NA;69500
1786;"24/10/2024";"Vente";79000;"NIORT";"79";"Maison";87;4;419;130000
1788;"12/11/2024";"Vente";79000;"NIORT";"79";"Appartement";29;1;NA;70000
1789;"30/10/2024";"Vente";79000;"NIORT";"79";"Maison";170;4;644;110000
1790;"30/10/2024";"Vente";79270;"FRONTENAY-ROHAN-ROHAN";"79";"Maison";122;5;595;225100
1791;"31/10/2024";"Vente";79460;"MAGNE";"79";"Maison";83;4;429;160000
1792;"31/10/2024";"Vente";79180;"CHAURAY";"79";"Appartement";41;2;NA;87000
1793;"30/10/2024";"Vente";79000;"NIORT";"79";"Maison";45;2;30;70000
1794;"20/11/2024";"Vente";79000;"NIORT";"79";"Maison";100;6;201;132000
1797;"30/10/2024";"Vente";79000;"NIORT";"79";"Maison";81;5;352;123500
1798;"04/11/2024";"Vente";79410;"SAINT-REMY";"79";"Maison";203;6;941;311400
1800;"30/10/2024";"Vente";79510;"COULON";"79";"Maison";150;4;3901;311181
1802;"31/10/2024";"Vente";79460;"MAGNE";"79";"Maison";100;3;818;130000
1804;"18/11/2024";"Vente";79000;"NIORT";"79";"Appartement";67;3;NA;123000
1805;"06/11/2024";"Vente";79230;"AIFFRES";"79";"Maison";75;4;243;137000
1807;"30/10/2024";"Vente";79210;"SAINT-GEORGES-DE-REX";"79";"Maison";157;7;123;230000
1809;"08/11/2024";"Vente";79000;"NIORT";"79";"Appartement";71;4;NA;95000
1810;"23/10/2024";"Vente";79000;"NIORT";"79";"Appartement";55;3;NA;140000
1812;"21/11/2024";"Vente";79000;"NIORT";"79";"Maison";85;5;533;220000
1814;"05/11/2024";"Vente";79000;"NIORT";"79";"Maison";67;3;427;165000
1815;"05/11/2024";"Vente";79000;"NIORT";"79";"Maison";82;4;98;128500
1816;"25/11/2024";"Vente";79510;"COULON";"79";"Maison";25;1;25;40000
1817;"15/11/2024";"Vente";79000;"NIORT";"79";"Appartement";41;2;NA;49451,85
1819;"14/11/2024";"Vente";79000;"NIORT";"79";"Maison";88;4;333;204000
1820;"06/11/2024";"Vente";79000;"NIORT";"79";"Maison";100;5;544;135000
1823;"20/11/2024";"Vente";79260;"LA CRECHE";"79";"Maison";116;4;524;173000
1824;"15/11/2024";"Vente";79180;"CHAURAY";"79";"Maison";126;5;877;302304
1825;"12/11/2024";"Vente";79260;"LA CRECHE";"79";"Maison";94;4;375;2e+05
1826;"08/11/2024";"Vente";79000;"NIORT";"79";"Appartement";41;2;NA;66000
1827;"19/11/2024";"Vente";79270;"LA ROCHENARD";"79";"Maison";90;3;1223;107000
1830;"27/11/2024";"Vente";79000;"NIORT";"79";"Maison";109;5;723;270000
1832;"22/11/2024";"Vente";79000;"NIORT";"79";"Maison";90;5;687;230000
1833;"14/11/2024";"Vente";79270;"FRONTENAY-ROHAN-ROHAN";"79";"Maison";100;4;717;240000
1834;"18/11/2024";"Vente";79000;"NIORT";"79";"Appartement";31;1;NA;42000
1836;"14/11/2024";"Vente";79360;"LA FOYE MONJAULT";"79";"Maison";220;5;934;1e+05
1837;"15/11/2024";"Vente";79000;"NIORT";"79";"Appartement";36;1;NA;50000
1839;"21/11/2024";"Vente";79270;"FRONTENAY-ROHAN-ROHAN";"79";"Maison";76;4;293;71546
1840;"21/11/2024";"Vente";79000;"NIORT";"79";"Maison";60;3;370;90799
1841;"13/11/2024";"Vente";79000;"NIORT";"79";"Appartement";80;3;NA;193000
1842;"14/11/2024";"Vente";79410;"ECHIRE";"79";"Maison";51;4;526;67000
1843;"13/11/2024";"Vente";79000;"NIORT";"79";"Maison";82;4;363;105000
1844;"06/11/2024";"Vente";79000;"NIORT";"79";"Maison";105;6;516;120000
1845;"05/11/2024";"Vente";79000;"NIORT";"79";"Maison";110;5;749;193380
1846;"04/12/2024";"Vente";79160;"COULONGES-SUR-L AUTIZE";"79";"Maison";53;2;25;30000
1848;"25/11/2024";"Vente";79000;"NIORT";"79";"Maison";180;8;682;505000
1850;"28/11/2024";"Vente";79410;"ECHIRE";"79";"Maison";69;3;381;177500
1851;"28/11/2024";"Vente";79230;"AIFFRES";"79";"Maison";120;5;228;120000
1853;"27/11/2024";"Vente";79000;"NIORT";"79";"Appartement";52;3;NA;139000
1855;"22/11/2024";"Vente";79230;"FORS";"79";"Maison";66;3;313;65000
1857;"28/11/2024";"Vente";79210;"MAUZE-SUR-LE-MIGNON";"79";"Maison";62;3;246;101220
1858;"27/11/2024";"Vente";79230;"AIFFRES";"79";"Maison";78;4;245;84204
1859;"04/12/2024";"Vente";79000;"NIORT";"79";"Maison";74;3;205;86000
1860;"04/12/2024";"Vente";79210;"SAINT-HILAIRE-LA-PALUD";"79";"Maison";124;5;463;160000
1861;"02/12/2024";"Vente";79000;"NIORT";"79";"Maison";110;4;140;252500
1862;"15/11/2024";"Vente";79000;"NIORT";"79";"Maison";120;4;308;235925
1863;"29/11/2024";"Vente";79160;"VILLIERS-EN-PLAINE";"79";"Maison";136;4;1322;140000
1865;"14/11/2024";"Vente";79000;"NIORT";"79";"Appartement";20;1;NA;60000
1866;"20/11/2024";"Vente";79180;"CHAURAY";"79";"Maison";118;5;402;155000
1868;"06/12/2024";"Vente";79210;"SAINT-HILAIRE-LA-PALUD";"79";"Maison";32;2;20;55060
1870;"03/12/2024";"Vente";79210;"SAINT-HILAIRE-LA-PALUD";"79";"Maison";115;5;277;229000
1871;"02/12/2024";"Vente";79160;"COULONGES-SUR-L AUTIZE";"79";"Maison";70;3;819;76000
1872;"28/11/2024";"Vente";79000;"NIORT";"79";"Appartement";33;2;NA;70000
1873;"05/12/2024";"Vente";79000;"NIORT";"79";"Maison";106;4;480;257200
1874;"29/11/2024";"Vente";79230;"PRAHECQ";"79";"Maison";95;5;681;165000
1876;"04/12/2024";"Vente";79000;"NIORT";"79";"Maison";112;4;450;166000
1878;"29/11/2024";"Vente";79210;"VAL-DU-MIGNON";"79";"Maison";110;5;398;167000
1879;"06/12/2024";"Vente";79410;"SAINT-REMY";"79";"Maison";108;5;996;209000
1880;"09/12/2024";"Vente";79000;"NIORT";"79";"Appartement";39;2;NA;79000
1881;"23/09/2024";"Vente";79260;"LA CRECHE";"79";"Maison";133;6;415;210000
1882;"18/10/2024";"Vente";79410;"ECHIRE";"79";"Maison";154;3;494;223000
1883;"29/11/2024";"Vente";79180;"CHAURAY";"79";"Maison";141;6;409;387000
1884;"28/11/2024";"Vente";79210;"PRIN-DEYRANCON";"79";"Maison";110;4;1400;210000
1885;"03/12/2024";"Vente";79000;"NIORT";"79";"Maison";88;4;95;1e+05
1887;"06/12/2024";"Vente";79410;"ECHIRE";"79";"Maison";137;3;1026;180000
1888;"11/12/2024";"Vente";79000;"NIORT";"79";"Appartement";35;2;NA;71000
1890;"11/12/2024";"Vente";79000;"NIORT";"79";"Maison";120;4;212;275000
1891;"03/12/2024";"Vente";79230;"AIFFRES";"79";"Maison";80;4;616;150000
1892;"22/11/2024";"Vente";79360;"PLAINE-D'ARGENSON";"79";"Maison";254;5;2363;207000
1893;"04/12/2024";"Vente";79270;"FRONTENAY-ROHAN-ROHAN";"79";"Maison";148;5;571;251250
1895;"12/12/2024";"Vente";79000;"NIORT";"79";"Maison";33;2;32;72000
1896;"11/12/2024";"Vente";79000;"NIORT";"79";"Maison";39;2;62;95000
1898;"11/12/2024";"Vente";79000;"NIORT";"79";"Maison";93;4;477;350000
1900;"04/12/2024";"Vente";79210;"MAUZE-SUR-LE-MIGNON";"79";"Maison";75;4;216;175000
1901;"13/12/2024";"Vente";79000;"NIORT";"79";"Maison";45;3;113;92000
1904;"10/12/2024";"Vente";79230;"AIFFRES";"79";"Maison";74;4;405;199150
1905;"06/12/2024";"Vente";79000;"NIORT";"79";"Maison";82;4;170;182000
1906;"29/11/2024";"Vente";79410;"SAINT-MAXIRE";"79";"Maison";134;5;735;301000
1909;"28/11/2024";"Vente";79180;"CHAURAY";"79";"Maison";120;4;808;161066
1911;"11/12/2024";"Vente";79000;"NIORT";"79";"Appartement";47;2;NA;99000
1912;"09/12/2024";"Vente";79000;"NIORT";"79";"Maison";81;4;407;113765
1916;"17/12/2024";"Vente";79000;"NIORT";"79";"Maison";99;4;676;220000
1918;"03/12/2024";"Vente";79230;"AIFFRES";"79";"Maison";78;4;766;242000
1921;"06/12/2024";"Vente";79000;"NIORT";"79";"Maison";92;4;341;242500
1922;"10/12/2024";"Vente";79210;"MAUZE-SUR-LE-MIGNON";"79";"Maison";99;4;1072;145385
1925;"17/12/2024";"Vente";79000;"NIORT";"79";"Maison";72;4;278;135000
1926;"05/12/2024";"Vente";79000;"NIORT";"79";"Maison";48;2;113;120000
1927;"15/11/2024";"Vente";79270;"FRONTENAY-ROHAN-ROHAN";"79";"Maison";148;5;469;175000
1933;"10/12/2024";"Vente";79270;"SAINT-SYMPHORIEN";"79";"Maison";81;4;780;115211
1934;"10/12/2024";"Vente";79000;"NIORT";"79";"Maison";70;3;35;94000
1935;"06/12/2024";"Vente";79000;"NIORT";"79";"Appartement";47;2;NA;79165
1936;"29/11/2024";"Vente";79000;"NIORT";"79";"Maison";82;4;504;150000
1937;"09/12/2024";"Vente";79000;"NIORT";"79";"Maison";61;3;291;143000
1938;"09/12/2024";"Vente";79000;"NIORT";"79";"Maison";100;4;501;160000
1940;"10/12/2024";"Vente";79160;"VILLIERS-EN-PLAINE";"79";"Maison";155;4;1470;130000
1942;"10/12/2024";"Vente";79000;"NIORT";"79";"Maison";80;4;275;160000
