"id";"Date.mutation";"Nature.mutation";"Code.postal";"Commune";"Code.departement";"Type.local";"Surface.reelle.bati";"Nombre.pieces.principales";"Surface.terrain";"Valeur.fonciere"
497;"21/05/2025";"Vente";79000;"NIORT";"79";"Maison";166;5;476;480000
498;"14/05/2025";"Vente";79000;"NIORT";"79";"Appartement";46;1;NA;63000
499;"19/05/2025";"Vente";79000;"NIORT";"79";"Maison";95;5;525;168000
500;"20/05/2025";"Vente";79000;"NIORT";"79";"Maison";53;2;51;40000
502;"29/04/2025";"Vente";79000;"NIORT";"79";"Appartement";61;2;NA;170000
505;"29/04/2025";"Vente";79000;"NIORT";"79";"Appartement";74;3;NA;91500
506;"30/04/2025";"Vente";79000;"NIORT";"79";"Maison";95;4;241;230000
510;"23/04/2025";"Vente";79410;"SAINT GELAIS";"79";"Maison";132;5;215;299000
511;"05/05/2025";"Vente";79000;"NIORT";"79";"Maison";105;5;750;2e+05
512;"23/05/2025";"Vente";79000;"NIORT";"79";"Maison";91;5;396;135000
514;"25/04/2025";"Vente";79000;"NIORT";"79";"Appartement";23;1;NA;64500
518;"13/05/2025";"Vente";79000;"NIORT";"79";"Appartement";42;2;NA;73000
519;"19/05/2025";"Vente";79000;"NIORT";"79";"Maison";90;5;300;58500
520;"23/05/2025";"Vente";79230;"VOUILLE";"79";"Maison";89;4;568;195000
521;"25/04/2025";"Vente";79230;"AIFFRES";"79";"Maison";110;5;671;150000
522;"25/04/2025";"Vente";79000;"NIORT";"79";"Appartement";69;4;NA;107000
523;"28/04/2025";"Vente";79410;"SAINT GELAIS";"79";"Maison";89;4;567;181000
527;"30/04/2025";"Vente";79000;"NIORT";"79";"Maison";91;3;82;87000
528;"03/05/2025";"Vente";79360;"BEAUVOIR-SUR-NIORT";"79";"Appartement";62;3;NA;85000
529;"06/05/2025";"Vente";79000;"NIORT";"79";"Maison";59;3;80;145000
531;"05/05/2025";"Vente";79270;"SAINT-SYMPHORIEN";"79";"Maison";67;3;326;170000
533;"22/05/2025";"Vente";79000;"NIORT";"79";"Appartement";77;4;NA;115000
534;"16/05/2025";"Vente";79230;"AIFFRES";"79";"Maison";158;4;585;165000
535;"05/05/2025";"Vente";79000;"NIORT";"79";"Maison";87;3;422;237500
536;"27/05/2025";"Vente";79000;"NIORT";"79";"Maison";151;3;327;380000
537;"20/05/2025";"Vente";79360;"BEAUVOIR-SUR-NIORT";"79";"Maison";74;3;NA;104000
538;"26/05/2025";"Vente";79000;"NIORT";"79";"Maison";74;4;66;126000
541;"07/05/2025";"Vente";79000;"NIORT";"79";"Maison";87;4;422;225000
543;"23/05/2025";"Vente";79180;"CHAURAY";"79";"Maison";88;4;537;235000
544;"27/05/2025";"Vente";79000;"NIORT";"79";"Maison";68;4;358;110000
546;"14/05/2025";"Vente";79000;"NIORT";"79";"Maison";126;6;721;150000
548;"05/05/2025";"Vente";79000;"NIORT";"79";"Maison";96;4;613;177500
549;"19/05/2025";"Vente";79360;"BEAUVOIR-SUR-NIORT";"79";"Maison";79;4;NA;97000
551;"13/05/2025";"Vente";79000;"NIORT";"79";"Maison";114;4;703;180000
552;"12/05/2025";"Vente";79360;"MARIGNY";"79";"Maison";116;4;989;178000
553;"19/05/2025";"Vente";79000;"NIORT";"79";"Appartement";84;3;NA;2e+05
554;"28/05/2025";"Vente";79000;"NIORT";"79";"Maison";82;5;323;180000
555;"26/05/2025";"Vente";79360;"PLAINE-D'ARGENSON";"79";"Maison";80;3;200;67000
556;"26/05/2025";"Vente";79000;"NIORT";"79";"Appartement";30;2;NA;41000
559;"13/05/2025";"Vente";79180;"CHAURAY";"79";"Maison";108;7;386;306800
560;"19/05/2025";"Vente";79000;"NIORT";"79";"Maison";55;3;256;1e+05
561;"27/05/2025";"Vente";79180;"CHAURAY";"79";"Maison";119;6;594;265000
563;"14/05/2025";"Vente";79210;"MAUZE-SUR-LE-MIGNON";"79";"Maison";128;6;878;205000
565;"23/05/2025";"Vente";79000;"NIORT";"79";"Appartement";66;3;NA;102000
567;"19/05/2025";"Vente";79260;"LA CRECHE";"79";"Maison";125;7;464;89900
568;"21/05/2025";"Vente";79000;"NIORT";"79";"Maison";120;5;530;158000
569;"21/05/2025";"Vente";79000;"BESSINES";"79";"Maison";91;4;NA;148000
570;"02/06/2025";"Vente";79000;"NIORT";"79";"Maison";121;4;1246;220000
572;"21/05/2025";"Vente";79510;"COULON";"79";"Maison";73;3;669;183000
573;"19/05/2025";"Vente";79000;"NIORT";"79";"Maison";93;4;704;207000
574;"28/05/2025";"Vente";79180;"CHAURAY";"79";"Maison";128;4;1346;285000
576;"27/05/2025";"Vente";79000;"NIORT";"79";"Appartement";41;2;NA;60000
578;"19/06/2025";"Vente";79000;"NIORT";"79";"Appartement";75;4;NA;65000
580;"26/05/2025";"Vente";79270;"FRONTENAY-ROHAN-ROHAN";"79";"Maison";135;4;282;229000
582;"23/05/2025";"Vente";79000;"NIORT";"79";"Appartement";65;3;NA;42000
583;"11/06/2025";"Vente";79000;"NIORT";"79";"Appartement";126;4;NA;348000
585;"24/06/2025";"Vente";79270;"FRONTENAY-ROHAN-ROHAN";"79";"Maison";75;3;395;164500
586;"03/06/2025";"Vente";79000;"NIORT";"79";"Appartement";32;1;NA;70000
587;"10/06/2025";"Vente";79000;"NIORT";"79";"Appartement";39;2;NA;85000
588;"13/06/2025";"Vente";79260;"LA CRECHE";"79";"Maison";165;6;1285;295000
589;"13/06/2025";"Vente";79000;"NIORT";"79";"Appartement";117;3;NA;239000
590;"11/06/2025";"Vente";79000;"NIORT";"79";"Appartement";30;1;NA;30320
591;"11/06/2025";"Vente";79000;"NIORT";"79";"Appartement";54;3;NA;92000
592;"19/06/2025";"Vente";79000;"NIORT";"79";"Maison";118;6;107;336058
593;"16/06/2025";"Vente";79180;"CHAURAY";"79";"Maison";157;5;1071;371000
594;"08/01/2024";"Vente";79410;"SAINT GELAIS";"79";"Maison";89;4;268;190000
595;"04/01/2024";"Vente";79180;"CHAURAY";"79";"Maison";89;5;476;207000
596;"04/01/2024";"Vente";79000;"NIORT";"79";"Maison";99;5;528;150880
597;"09/01/2024";"Vente";79360;"PLAINE-D'ARGENSON";"79";"Maison";116;5;600;258000
599;"05/01/2024";"Vente";79260;"LA CRECHE";"79";"Maison";91;4;383;201500
600;"11/01/2024";"Vente";79000;"NIORT";"79";"Maison";51;3;22;77205
602;"11/01/2024";"Vente";79410;"ECHIRE";"79";"Maison";197;5;846;275000
603;"03/01/2024";"Vente";79510;"COULON";"79";"Maison";80;4;647;185000
604;"12/01/2024";"Vente";79000;"NIORT";"79";"Appartement";60;3;NA;60000
605;"05/01/2024";"Vente";79000;"NIORT";"79";"Maison";98;5;1084;260000
606;"10/01/2024";"Vente";79000;"NIORT";"79";"Maison";30;1;214;35000
608;"09/01/2024";"Vente";79000;"NIORT";"79";"Appartement";75;4;NA;1e+05
610;"12/01/2024";"Vente";79000;"NIORT";"79";"Maison";69;4;128;127000
611;"05/01/2024";"Vente";79270;"FRONTENAY-ROHAN-ROHAN";"79";"Maison";95;4;340;213875
617;"09/01/2024";"Vente";79230;"PRAHECQ";"79";"Maison";153;7;744;2e+05
619;"22/01/2024";"Vente";79000;"NIORT";"79";"Maison";69;4;183;142000
620;"19/01/2024";"Vente";79000;"NIORT";"79";"Maison";98;4;149;380000
622;"24/01/2024";"Vente";79210;"MAUZE-SUR-LE-MIGNON";"79";"Maison";74;3;750;168000
623;"19/01/2024";"Vente";79210;"VAL-DU-MIGNON";"79";"Maison";65;4;843;102000
625;"12/01/2024";"Vente";79230;"PRAHECQ";"79";"Maison";93;4;492;150000
627;"05/01/2024";"Vente";79000;"NIORT";"79";"Appartement";43;2;NA;74000
629;"19/01/2024";"Vente";79000;"NIORT";"79";"Appartement";50;2;NA;145000
630;"25/01/2024";"Vente";79360;"MARIGNY";"79";"Maison";109;4;454;91000
631;"19/01/2024";"Vente";79270;"SAINT-SYMPHORIEN";"79";"Maison";87;4;1216;130000
633;"16/01/2024";"Vente";79230;"JUSCORPS";"79";"Maison";130;5;2070;225000
634;"16/01/2024";"Vente";79230;"VOUILLE";"79";"Maison";89;4;456;223000
635;"26/01/2024";"Vente";79000;"NIORT";"79";"Appartement";46;2;NA;98800
636;"11/01/2024";"Vente";79000;"NIORT";"79";"Maison";91;5;644;220000
637;"15/01/2024";"Vente";79000;"NIORT";"79";"Maison";102;4;532;224400
638;"17/01/2024";"Vente";79000;"NIORT";"79";"Maison";78;3;50;69000
639;"03/01/2024";"Vente";79000;"NIORT";"79";"Maison";99;4;329;117000
640;"05/01/2024";"Vente";79270;"LE VANNEAU-IRLEAU";"79";"Maison";126;4;687;275000
643;"09/01/2024";"Vente";79230;"VOUILLE";"79";"Maison";90;5;585;255000
644;"09/01/2024";"Vente";79410;"SAINT GELAIS";"79";"Maison";119;5;470;175000
645;"09/01/2024";"Vente";79000;"NIORT";"79";"Maison";90;4;360;245325
646;"10/01/2024";"Vente";79000;"NIORT";"79";"Appartement";33;1;NA;41500
647;"05/01/2024";"Vente";79210;"MAUZE-SUR-LE-MIGNON";"79";"Maison";80;4;162;128500
649;"26/01/2024";"Vente";79410;"SAINT GELAIS";"79";"Maison";105;4;554;237000
650;"18/01/2024";"Vente";79410;"SAINT-MAXIRE";"79";"Maison";90;4;125;149000
652;"25/01/2024";"Vente";79000;"NIORT";"79";"Maison";122;6;145;96000
656;"19/01/2024";"Vente";79000;"NIORT";"79";"Maison";78;4;127;70425
657;"19/01/2024";"Vente";79410;"SAINT GELAIS";"79";"Maison";189;6;789;110000
658;"22/01/2024";"Vente";79000;"NIORT";"79";"Maison";78;4;51;190000
659;"29/01/2024";"Vente";79270;"LE VANNEAU-IRLEAU";"79";"Maison";170;5;838;378056
660;"15/01/2024";"Vente";79410;"ECHIRE";"79";"Maison";84;4;609;245000
664;"11/01/2024";"Vente";79000;"NIORT";"79";"Maison";36;3;33;60000
665;"12/01/2024";"Vente";79410;"SAINT GELAIS";"79";"Maison";72;3;1138;138000
668;"12/01/2024";"Vente";79000;"NIORT";"79";"Maison";78;4;345;167000
669;"31/01/2024";"Vente";79000;"NIORT";"79";"Appartement";69;3;NA;30000
671;"16/01/2024";"Vente";79000;"NIORT";"79";"Maison";83;4;75;83000
672;"26/01/2024";"Vente";79000;"NIORT";"79";"Maison";88;4;573;1e+05
674;"22/01/2024";"Vente";79180;"CHAURAY";"79";"Maison";94;5;482;160000
675;"29/01/2024";"Vente";79000;"NIORT";"79";"Appartement";30;2;43;40000
676;"26/01/2024";"Vente";79000;"NIORT";"79";"Maison";55;2;29;115000
677;"15/01/2024";"Vente";79000;"NIORT";"79";"Maison";87;5;386;2e+05
678;"23/01/2024";"Vente";79410;"ECHIRE";"79";"Maison";92;4;620;198000
680;"31/01/2024";"Vente";79000;"NIORT";"79";"Maison";37;2;NA;60000
681;"12/01/2024";"Vente";79410;"ECHIRE";"79";"Maison";108;4;1250;315000
682;"02/02/2024";"Vente";79000;"NIORT";"79";"Appartement";45;1;NA;85000
685;"02/02/2024";"Vente";79000;"NIORT";"79";"Maison";90;4;432;180000
686;"15/01/2024";"Vente";79360;"BEAUVOIR-SUR-NIORT";"79";"Maison";36;2;20;20000
687;"12/02/2024";"Vente";79260;"LA CRECHE";"79";"Maison";118;4;500;240000
688;"19/01/2024";"Vente";79270;"FRONTENAY-ROHAN-ROHAN";"79";"Maison";116;2;1802;305500
690;"06/02/2024";"Vente";79000;"NIORT";"79";"Maison";57;3;225;109500
691;"02/02/2024";"Vente";79000;"NIORT";"79";"Maison";145;5;476;367000
692;"26/01/2024";"Vente";79230;"PRAHECQ";"79";"Maison";90;4;785;95000
693;"25/01/2024";"Vente";79000;"NIORT";"79";"Maison";112;5;117;150200
699;"07/02/2024";"Vente";79000;"NIORT";"79";"Maison";80;4;310;148500
701;"31/01/2024";"Vente";79000;"NIORT";"79";"Maison";110;5;431;125000
705;"12/02/2024";"Vente";79000;"NIORT";"79";"Maison";51;3;41;1e+05
706;"15/02/2024";"Vente";79000;"NIORT";"79";"Maison";84;4;512;185000
707;"08/02/2024";"Vente";79000;"NIORT";"79";"Appartement";62;3;NA;112000
708;"07/02/2024";"Vente";79000;"NIORT";"79";"Maison";41;2;NA;1e+05
712;"30/01/2024";"Vente";79220;"GERMOND-ROUVRE";"79";"Maison";150;4;922;150000
713;"20/02/2024";"Vente";79000;"NIORT";"79";"Maison";99;4;621;260000
714;"19/02/2024";"Vente";79000;"NIORT";"79";"Maison";67;3;297;162000
715;"21/02/2024";"Vente";79000;"NIORT";"79";"Maison";66;3;66;162000
716;"21/02/2024";"Vente";79000;"NIORT";"79";"Maison";124;4;566;172000
717;"24/01/2024";"Vente";79460;"MAGNE";"79";"Maison";28;1;94;55000
718;"25/01/2024";"Vente";79000;"NIORT";"79";"Maison";92;4;233;170000
719;"29/01/2024";"Vente";79410;"SAINT-REMY";"79";"Maison";82;4;736;206000
720;"29/01/2024";"Vente";79460;"MAGNE";"79";"Maison";104;3;507;185000
721;"29/01/2024";"Vente";79000;"NIORT";"79";"Appartement";32;2;NA;71000
723;"01/02/2024";"Vente";79000;"NIORT";"79";"Maison";165;6;542;387000
724;"30/01/2024";"Vente";79260;"LA CRECHE";"79";"Maison";85;4;327;198258
727;"02/02/2024";"Vente";79000;"NIORT";"79";"Appartement";44;2;NA;114088
728;"23/02/2024";"Vente";79000;"NIORT";"79";"Appartement";45;2;NA;45000
729;"06/02/2024";"Vente";79000;"NIORT";"79";"Maison";66;3;272;150000
730;"07/02/2024";"Vente";79180;"CHAURAY";"79";"Maison";147;7;620;361500
731;"22/02/2024";"Vente";79000;"NIORT";"79";"Maison";102;4;766;218000
732;"23/02/2024";"Vente";79000;"NIORT";"79";"Maison";87;5;420;130000
733;"22/02/2024";"Vente";79000;"NIORT";"79";"Maison";88;4;499;126900
737;"01/02/2024";"Vente";79000;"NIORT";"79";"Appartement";36;1;NA;88800
739;"07/02/2024";"Vente";79000;"NIORT";"79";"Maison";96;4;619;112000
740;"05/02/2024";"Vente";79000;"NIORT";"79";"Maison";66;3;280;135000
741;"28/02/2024";"Vente";79000;"NIORT";"79";"Maison";139;6;569;392550
743;"23/02/2024";"Vente";79510;"COULON";"79";"Maison";181;5;804;4e+05
745;"15/02/2024";"Vente";79510;"COULON";"79";"Maison";102;4;712;306750
747;"29/02/2024";"Vente";79210;"SAINT-HILAIRE-LA-PALUD";"79";"Maison";101;5;717;160000
748;"23/02/2024";"Vente";79180;"CHAURAY";"79";"Maison";88;4;423;210000
749;"22/02/2024";"Vente";79000;"NIORT";"79";"Appartement";69;4;NA;80000
750;"27/02/2024";"Vente";79000;"NIORT";"79";"Appartement";88;4;NA;150000
751;"12/02/2024";"Vente";79000;"NIORT";"79";"Maison";84;4;393;41200
752;"27/02/2024";"Vente";79000;"NIORT";"79";"Appartement";77;4;NA;190000
753;"16/02/2024";"Vente";79210;"AMURE";"79";"Maison";60;3;913;160000
760;"15/02/2024";"Vente";79210;"SAINT-GEORGES-DE-REX";"79";"Maison";91;3;723;110000
761;"08/03/2024";"Vente";79000;"NIORT";"79";"Maison";107;4;574;230000
762;"23/02/2024";"Vente";79230;"FORS";"79";"Maison";152;5;857;244000
765;"05/03/2024";"Vente";79000;"NIORT";"79";"Maison";94;4;892;220000
766;"05/03/2024";"Vente";79000;"NIORT";"79";"Appartement";40;2;NA;76651,33
767;"29/02/2024";"Vente";79000;"NIORT";"79";"Appartement";69;3;NA;180000
770;"15/02/2024";"Vente";79460;"MAGNE";"79";"Maison";76;3;77;124000
773;"14/02/2024";"Vente";79160;"COULONGES-SUR-L AUTIZE";"79";"Maison";88;3;692;153000
774;"21/02/2024";"Vente";79410;"SAINT GELAIS";"79";"Maison";111;3;528;285000
777;"23/02/2024";"Vente";79210;"MAUZE-SUR-LE-MIGNON";"79";"Maison";89;5;632;223000
780;"16/02/2024";"Vente";79230;"AIFFRES";"79";"Maison";112;4;948;260000
781;"01/03/2024";"Vente";79210;"SAINT-HILAIRE-LA-PALUD";"79";"Maison";91;4;243;175000
782;"08/03/2024";"Vente";79000;"NIORT";"79";"Maison";66;3;140;220300
783;"27/02/2024";"Vente";79230;"AIFFRES";"79";"Maison";83;4;329;207910
785;"29/02/2024";"Vente";79360;"PLAINE-D'ARGENSON";"79";"Maison";69;1;423;15000
786;"22/02/2024";"Vente";79180;"CHAURAY";"79";"Maison";82;4;273;169000
787;"22/02/2024";"Vente";79230;"VOUILLE";"79";"Maison";160;4;648;250000
788;"20/02/2024";"Vente";79000;"NIORT";"79";"Maison";82;4;1045;127500
789;"26/02/2024";"Vente";79000;"NIORT";"79";"Maison";89;5;495;170000
790;"20/02/2024";"Vente";79000;"NIORT";"79";"Maison";94;4;176;180000
791;"22/02/2024";"Vente";79000;"NIORT";"79";"Appartement";42;1;86;71000
792;"28/02/2024";"Vente";79000;"NIORT";"79";"Appartement";33;1;NA;40000
793;"07/03/2024";"Vente";79000;"NIORT";"79";"Maison";77;4;187;84225
794;"13/03/2024";"Vente";79360;"GRANZAY-GRIPT";"79";"Maison";65;3;570;110000
795;"26/02/2024";"Vente";79000;"NIORT";"79";"Maison";100;5;337;308000
796;"22/02/2024";"Vente";79270;"FRONTENAY-ROHAN-ROHAN";"79";"Maison";88;5;68;108000
797;"08/03/2024";"Vente";79000;"NIORT";"79";"Appartement";21;1;NA;40000
798;"01/03/2024";"Vente";79270;"FRONTENAY-ROHAN-ROHAN";"79";"Maison";89;4;526;190000
799;"08/03/2024";"Vente";79000;"NIORT";"79";"Maison";70;4;131;165000
800;"26/02/2024";"Vente";79000;"NIORT";"79";"Maison";85;3;234;167000
801;"27/02/2024";"Vente";79000;"NIORT";"79";"Maison";103;5;719;210000
802;"26/02/2024";"Vente";79000;"NIORT";"79";"Maison";163;7;610;295800
803;"05/03/2024";"Vente";79210;"MAUZE-SUR-LE-MIGNON";"79";"Maison";51;3;187;122250
804;"13/03/2024";"Vente";79000;"NIORT";"79";"Appartement";46;2;NA;79000
805;"15/03/2024";"Vente";79000;"NIORT";"79";"Appartement";45;2;NA;105900
807;"19/03/2024";"Vente";79000;"NIORT";"79";"Appartement";21;1;NA;48000
808;"15/03/2024";"Vente";79410;"SAINT-REMY";"79";"Maison";90;4;471;172000
809;"28/02/2024";"Vente";79000;"NIORT";"79";"Maison";126;5;764;248000
810;"28/02/2024";"Vente";79270;"VALLANS";"79";"Maison";235;5;633;230000
812;"06/03/2024";"Vente";79000;"NIORT";"79";"Maison";78;4;479;220000
816;"15/03/2024";"Vente";79000;"NIORT";"79";"Maison";106;5;141;332000
817;"15/03/2024";"Vente";79000;"NIORT";"79";"Appartement";159;5;NA;530000
818;"04/03/2024";"Vente";79230;"AIFFRES";"79";"Maison";77;4;404;129350
819;"05/03/2024";"Vente";79270;"VALLANS";"79";"Maison";77;3;636;60000
822;"06/03/2024";"Vente";79000;"NIORT";"79";"Maison";39;2;33;95000
823;"21/03/2024";"Vente";79000;"NIORT";"79";"Maison";75;6;170;165000
824;"21/03/2024";"Vente";79000;"NIORT";"79";"Appartement";67;4;NA;125000
825;"19/03/2024";"Vente";79230;"AIFFRES";"79";"Maison";83;3;775;163000
826;"22/03/2024";"Vente";79270;"LE VANNEAU-IRLEAU";"79";"Maison";69;3;484;133000
829;"04/03/2024";"Vente";79000;"NIORT";"79";"Maison";130;4;552;260000
830;"04/03/2024";"Vente";79270;"FRONTENAY-ROHAN-ROHAN";"79";"Maison";82;5;180;259000
831;"28/02/2024";"Vente";79510;"COULON";"79";"Maison";110;4;NA;130000
832;"08/03/2024";"Vente";79230;"AIFFRES";"79";"Maison";118;5;424;330000
834;"07/03/2024";"Vente";79270;"FRONTENAY-ROHAN-ROHAN";"79";"Appartement";44;2;NA;75000
836;"13/03/2024";"Vente";79230;"FORS";"79";"Maison";92;3;3184;98000
837;"21/03/2024";"Vente";79180;"CHAURAY";"79";"Appartement";56;3;NA;110000
838;"27/03/2024";"Vente";79000;"NIORT";"79";"Maison";90;6;239;2e+05
840;"15/03/2024";"Vente";79230;"VOUILLE";"79";"Maison";162;4;1302;355700
843;"26/03/2024";"Vente";79000;"NIORT";"79";"Appartement";50;2;NA;130000
847;"07/03/2024";"Vente";79000;"NIORT";"79";"Maison";108;5;NA;209500
848;"07/03/2024";"Vente";79000;"NIORT";"79";"Maison";110;5;56;142000
851;"01/03/2024";"Vente";79000;"NIORT";"79";"Appartement";36;2;NA;82000
852;"19/03/2024";"Vente";79000;"NIORT";"79";"Maison";75;4;72;90000
855;"02/04/2024";"Vente";79000;"NIORT";"79";"Maison";84;4;431;140000
857;"19/03/2024";"Vente";79230;"SAINT-MARTIN-DE-BERNEGOUE";"79";"Maison";107;2;910;70000
860;"18/03/2024";"Vente";79000;"NIORT";"79";"Maison";44;1;374;40000
862;"11/03/2024";"Vente";79000;"NIORT";"79";"Appartement";33;1;NA;49050
863;"29/03/2024";"Vente";79000;"NIORT";"79";"Maison";50;2;35;22000
864;"11/03/2024";"Vente";79000;"NIORT";"79";"Maison";60;3;435;250000
869;"11/03/2024";"Vente";79000;"NIORT";"79";"Maison";82;3;271;120000
871;"15/03/2024";"Vente";79230;"VOUILLE";"79";"Maison";110;5;993;230000
872;"04/04/2024";"Vente";79000;"NIORT";"79";"Maison";69;3;318;160000
873;"08/03/2024";"Vente";79210;"ARCAIS";"79";"Maison";103;3;1455;164950
874;"12/03/2024";"Vente";79000;"NIORT";"79";"Maison";42;3;317;135000
875;"11/03/2024";"Vente";79000;"NIORT";"79";"Appartement";23;1;NA;64000
877;"29/03/2024";"Vente";79000;"NIORT";"79";"Appartement";56;3;NA;62900
878;"27/03/2024";"Vente";79000;"BESSINES";"79";"Maison";160;6;1766;350000
879;"03/04/2024";"Vente";79000;"NIORT";"79";"Maison";90;3;498;87000
881;"29/03/2024";"Vente";79000;"NIORT";"79";"Maison";70;4;208;125000
882;"22/03/2024";"Vente";79000;"NIORT";"79";"Maison";86;4;530;170000
883;"29/03/2024";"Vente";79210;"SAINT-HILAIRE-LA-PALUD";"79";"Maison";108;3;925;170000
884;"14/03/2024";"Vente";79000;"NIORT";"79";"Maison";69;4;459;150000
885;"12/03/2024";"Vente";79270;"FRONTENAY-ROHAN-ROHAN";"79";"Maison";160;4;165;296800
886;"13/03/2024";"Vente";79210;"MAUZE-SUR-LE-MIGNON";"79";"Maison";72;3;260;147075,2
887;"04/04/2024";"Vente";79000;"NIORT";"79";"Maison";132;5;545;230000
890;"12/03/2024";"Vente";79000;"NIORT";"79";"Maison";76;3;41;144000
891;"28/03/2024";"Vente";79000;"NIORT";"79";"Maison";18;1;34;13400
892;"05/04/2024";"Vente";79000;"NIORT";"79";"Appartement";90;3;NA;130000
893;"19/03/2024";"Vente";79510;"COULON";"79";"Maison";10;1;160;15000
894;"26/03/2024";"Vente";79000;"NIORT";"79";"Appartement";59;3;NA;152500
896;"18/03/2024";"Vente";79180;"CHAURAY";"79";"Maison";97;4;440;250000
898;"08/04/2024";"Vente";79230;"AIFFRES";"79";"Maison";98;4;593;235000
899;"08/04/2024";"Vente";79000;"NIORT";"79";"Maison";94;5;227;177000
902;"08/04/2024";"Vente";79000;"NIORT";"79";"Appartement";64;4;NA;71900
906;"04/04/2024";"Vente";79000;"NIORT";"79";"Appartement";62;3;NA;115000
907;"03/04/2024";"Vente";79000;"NIORT";"79";"Maison";157;7;314;392000
909;"19/03/2024";"Vente";79000;"NIORT";"79";"Maison";109;6;316;176500
910;"12/04/2024";"Vente";79000;"NIORT";"79";"Appartement";56;3;NA;105000
911;"12/04/2024";"Vente";79000;"NIORT";"79";"Maison";90;5;127;217600
912;"12/04/2024";"Vente";79000;"NIORT";"79";"Appartement";69;3;NA;126000
913;"12/04/2024";"Vente";79210;"MAUZE-SUR-LE-MIGNON";"79";"Maison";92;4;364;215000
914;"10/04/2024";"Vente";79000;"NIORT";"79";"Maison";195;6;1150;285000
915;"21/03/2024";"Vente";79000;"NIORT";"79";"Maison";57;3;74;1e+05
916;"22/03/2024";"Vente";79270;"SAINT-SYMPHORIEN";"79";"Maison";130;6;1228;136337
917;"17/04/2024";"Vente";79000;"NIORT";"79";"Maison";129;4;476;292000
920;"21/03/2024";"Vente";79210;"SAINT-HILAIRE-LA-PALUD";"79";"Maison";140;5;243;92000
921;"21/03/2024";"Vente";79000;"NIORT";"79";"Appartement";55;3;NA;63000
922;"20/03/2024";"Vente";79180;"CHAURAY";"79";"Appartement";41;2;NA;102000
923;"29/03/2024";"Vente";79000;"NIORT";"79";"Maison";126;5;764;273711,78
924;"03/04/2024";"Vente";79000;"NIORT";"79";"Appartement";25;2;NA;71000
925;"22/03/2024";"Vente";79000;"NIORT";"79";"Maison";70;3;170;98000
926;"29/03/2024";"Vente";79000;"NIORT";"79";"Appartement";88;4;NA;163000
927;"16/04/2024";"Vente";79000;"NIORT";"79";"Appartement";30;2;NA;47550
930;"02/04/2024";"Vente";79410;"ECHIRE";"79";"Maison";164;5;781;434500
931;"04/04/2024";"Vente";79410;"SAINT GELAIS";"79";"Maison";113;5;459;168000
932;"02/04/2024";"Vente";79410;"ECHIRE";"79";"Maison";140;5;333;275000
935;"26/03/2024";"Vente";79000;"NIORT";"79";"Maison";106;4;308;201000
937;"22/04/2024";"Vente";79410;"ECHIRE";"79";"Maison";112;5;1000;295850
938;"19/04/2024";"Vente";79160;"COULONGES-SUR-L AUTIZE";"79";"Maison";119;4;482;130000
940;"19/04/2024";"Vente";79180;"CHAURAY";"79";"Appartement";44;2;NA;87900
942;"18/04/2024";"Vente";79210;"PRIN-DEYRANCON";"79";"Maison";156;6;1183;267100
943;"28/03/2024";"Vente";79000;"NIORT";"79";"Maison";60;2;40;75000
944;"16/04/2024";"Vente";79000;"NIORT";"79";"Maison";108;5;740;182000
945;"22/04/2024";"Vente";79000;"NIORT";"79";"Appartement";51;2;NA;140000
946;"28/03/2024";"Vente";79210;"MAUZE-SUR-LE-MIGNON";"79";"Maison";124;5;1080;217964
